"Month","DayofMonth","DayOfWeek","DepTime","UniqueCarrier","Origin","Dest","Distance","dep_delayed_15min"
"5","24","2",1526,"US","CLT","MHT",737,"N"
"3","12","6",753,"DL","BWI","ATL",576,"N"
"3","4","5",1623,"CO","EWR","MCO",938,"Y"
"11","19","6",920,"OH","RDU","BOS",612,"N"
"7","18","2",839,"NW","IAD","MSP",908,"N"
"10","24","2",735,"NW","ATL","MEM",332,"N"
"11","15","2",2038,"WN","MDW","CLE",307,"Y"
"8","13","7",1451,"US","TPA","CLT",508,"N"
"12","26","1",2250,"WN","MCI","MDW",405,"N"
"5","7","7",1745,"XE","LFT","IAH",201,"Y"
"7","12","3",651,"OO","SBP","LAX",155,"N"
"5","6","6",952,"EV","ATL","DSM",743,"N"
"9","22","5",1626,"TZ","LGA","HOU",1428,"Y"
"8","24","3",1221,"OO","DEN","XNA",616,"N"
"5","23","1",954,"XE","BDL","EWR",116,"N"
"3","25","5",2215,"OH","MCO","GSO",534,"Y"
"1","9","7",700,"OO","ORD","BNA",409,"N"
"10","7","6",1516,"MQ","JFK","BOS",187,"N"
"8","8","2",632,"XE","BUF","EWR",282,"N"
"2","9","3",1746,"DL","MIA","ATL",595,"Y"
"3","27","7",2009,"DL","MSP","ATL",906,"Y"
"5","26","4",1110,"WN","TPA","MDW",997,"N"
"1","8","7",1835,"NW","MSN","DTW",312,"Y"
"6","13","2",1542,"AA","ORD","SAN",1723,"N"
"3","13","7",1956,"CO","EWR","CMH",462,"N"
"3","26","6",1739,"EV","TYS","ATL",152,"N"
"2","20","1",1554,"OO","PSC","SLC",521,"N"
"7","11","1",115,"CO","LAX","IAH",1379,"N"
"11","1","2",1647,"EV","ATL","GNV",300,"Y"
"3","20","7",1302,"CO","IAH","IAD",1190,"N"
"11","24","5",2108,"WN","LAS","SLC",368,"Y"
"6","26","1",1826,"NW","MSP","LGA",1020,"Y"
"12","29","4",814,"US","BNA","CLT",329,"N"
"5","23","2",1035,"OH","XNA","CVG",561,"N"
"7","18","1",1900,"B6","MCO","BOS",1121,"Y"
"5","28","7",723,"US","PHX","SNA",338,"N"
"9","8","4",1940,"DH","IAD","GSP",383,"N"
"5","15","1",709,"YV","JAC","DEN",406,"N"
"10","20","4",1630,"AA","DFW","ORD",802,"N"
"6","25","7",914,"WN","SAN","ABQ",628,"N"
"7","7","4",1148,"MQ","XNA","ORD",522,"N"
"6","5","1",1201,"AA","LAX","DFW",1235,"N"
"2","2","4",1915,"DL","JFK","SFO",2586,"N"
"1","21","5",2102,"FL","ATL","JAX",270,"N"
"9","4","7",1231,"HP","ONT","PHX",325,"N"
"11","13","7",1416,"EV","SDF","ATL",321,"N"
"10","26","3",621,"HA","HNL","OGG",100,"N"
"2","13","1",1540,"WN","LAS","RNO",345,"N"
"9","1","5",1125,"OH","JAN","CVG",555,"Y"
"7","14","5",1414,"US","SJU","CLT",1474,"N"
"2","6","7",826,"MQ","SFO","LAX",337,"N"
"3","21","1",1105,"CO","DCA","IAH",1208,"N"
"8","7","7",1013,"OO","CEC","SFO",304,"N"
"8","26","5",855,"OH","CVG","GSO",330,"N"
"6","13","2",553,"NW","BOS","DTW",632,"N"
"4","26","2",826,"XE","EWR","ROC",246,"N"
"12","27","3",1148,"US","DCA","FLL",899,"N"
"9","26","2",934,"EV","ATL","FAY",331,"N"
"3","21","2",1717,"WN","ELP","LAS",584,"Y"
"10","3","2",1607,"HA","HNL","OGG",100,"N"
"1","27","4",1520,"WN","GEG","PDX",279,"N"
"7","8","6",921,"CO","ATL","IAH",689,"N"
"10","9","1",905,"AA","DFW","ABQ",569,"N"
"3","12","6",911,"NW","CLE","MSP",622,"Y"
"12","13","2",1930,"WN","SEA","PHX",1107,"N"
"5","15","1",1758,"OO","ORF","ORD",717,"Y"
"12","12","1",700,"WN","BWI","BUF",281,"N"
"10","6","5",1351,"WN","PHX","SAN",304,"N"
"10","12","3",1745,"EV","SLC","LAS",368,"N"
"2","22","3",1154,"NW","ORD","MSP",334,"N"
"4","29","6",1415,"AA","MIA","EWR",1086,"N"
"7","31","7",1126,"AA","AUS","ORD",978,"N"
"10","14","6",1819,"UA","MCO","ORD",1005,"N"
"4","22","5",1423,"OO","BUR","SFO",326,"N"
"2","21","2",1300,"UA","SAN","SFO",447,"Y"
"7","16","6",1227,"US","CLT","MCO",468,"N"
"2","12","6",818,"AS","PDX","LAX",834,"Y"
"7","13","4",1830,"UA","SEA","LAX",954,"N"
"3","4","6",852,"NW","SMF","MSP",1518,"N"
"8","7","7",1447,"CO","EWR","ORD",719,"N"
"10","30","1",1743,"AA","DFW","PDX",1616,"N"
"3","12","7",2158,"OO","SFO","SLC",599,"Y"
"11","7","2",1622,"NW","SGF","MEM",243,"N"
"10","15","7",850,"MQ","BOS","BWI",370,"N"
"10","24","1",1330,"WN","SAN","BNA",1751,"N"
"6","4","7",1016,"XE","STL","EWR",872,"N"
"8","29","2",1623,"AS","PDX","SJC",569,"N"
"10","26","4",1209,"CO","SFO","EWR",2565,"N"
"4","20","3",1420,"WN","SNA","SJC",342,"N"
"2","12","6",900,"US","DCA","JAX",634,"Y"
"12","28","4",1645,"NW","MSY","DTW",926,"N"
"10","10","1",2101,"NW","MSP","BIS",386,"N"
"6","24","6",1902,"WN","MCO","RDU",534,"N"
"1","9","1",1050,"MQ","ORD","CVG",264,"N"
"10","24","1",1855,"WN","MCO","ALB",1073,"Y"
"6","25","7",1343,"XE","IAH","CHS",925,"N"
"10","30","1",625,"WN","MAF","HOU",441,"N"
"3","11","5",1006,"DL","PHX","ATL",1587,"N"
"9","6","2",1428,"NW","DTW","BOS",632,"Y"
"8","6","7",727,"WN","SAN","BNA",1751,"N"
"6","18","6",1815,"WN","TPA","STL",869,"N"
"4","2","7",1004,"US","TPA","PHL",920,"N"
"9","19","1",1131,"DL","SDF","ATL",321,"N"
"3","15","3",1216,"MQ","DSM","DFW",624,"N"
"2","4","6",1004,"MQ","DBQ","ORD",147,"N"
"5","17","3",2122,"AA","DFW","ONT",1189,"N"
"8","12","6",1219,"FL","MKE","MCO",1066,"N"
"11","14","1",1615,"AS","SNA","PDX",859,"N"
"9","4","7",1738,"AA","MIA","CLT",650,"N"
"8","14","1",1414,"AA","BUR","DFW",1231,"N"
"1","22","7",1239,"OO","LAX","SMF",373,"N"
"6","13","2",1747,"CO","EWR","BOS",200,"N"
"9","20","3",736,"UA","SAN","DEN",853,"N"
"11","30","3",1001,"DL","SLC","SNA",588,"N"
"10","4","2",1903,"MQ","DFW","FSM",228,"N"
"9","12","2",613,"US","ABQ","PHX",328,"N"
"6","4","7",1232,"FL","ATL","PHL",665,"N"
"3","23","4",1644,"CO","IAH","MSY",305,"N"
"5","9","2",1547,"CO","EWR","MSP",1008,"N"
"7","14","5",1351,"WN","SNA","PHX",338,"N"
"7","1","5",1738,"NW","DTW","PWM",668,"N"
"7","7","4",1359,"FL","HOU","ATL",696,"Y"
"5","30","1",726,"AA","ATL","DFW",732,"N"
"11","15","3",2152,"MQ","ORD","ROC",528,"Y"
"7","12","2",1225,"TZ","MDW","DFW",797,"N"
"12","11","7",1755,"DL","SLC","MSP",991,"Y"
"1","3","1",2045,"CO","IAH","EWR",1400,"N"
"8","6","7",2029,"OO","DEN","CPR",230,"N"
"10","5","3",1648,"MQ","CLL","DFW",164,"N"
"12","1","4",1319,"UA","ORD","ATL",606,"N"
"11","30","4",1114,"OO","SLC","LWS",461,"N"
"10","3","1",1737,"OH","RDU","LGA",431,"N"
"7","4","2",1002,"WN","BUR","LAS",223,"N"
"7","7","5",1314,"B6","JFK","AUS",1522,"N"
"6","26","7",2146,"UA","BOS","DEN",1754,"Y"
"2","8","2",1345,"XE","GSO","EWR",446,"N"
"8","17","3",740,"AS","OAK","SEA",671,"N"
"5","11","4",1149,"EV","HPN","ATL",780,"N"
"7","22","6",1312,"EV","DTW","ATL",594,"N"
"4","10","1",1619,"AA","SEA","DFW",1660,"Y"
"11","29","3",1101,"UA","LAX","LAS",236,"Y"
"1","13","4",2113,"US","DCA","BDL",313,"N"
"10","18","2",705,"UA","IAH","ORD",925,"N"
"4","16","7",1159,"FL","PHL","TPA",920,"Y"
"3","28","1",1132,"XE","HSV","IAH",595,"N"
"1","12","3",1222,"OO","DEN","MFR",964,"Y"
"4","16","6",642,"HP","SNA","PHX",338,"N"
"6","26","1",1456,"DL","DCA","ATL",547,"N"
"9","24","7",1113,"US","CLT","MYR",156,"N"
"8","11","4",1225,"MQ","ORD","TOL",214,"N"
"7","13","3",920,"OO","LAX","PSP",110,"N"
"6","6","1",1223,"AS","CDV","ANC",160,"N"
"11","9","4",1702,"DL","JFK","SLC",1989,"N"
"12","27","2",1418,"DH","IAD","ORD",589,"N"
"5","10","3",2015,"AA","DFW","TUS",813,"N"
"10","11","3",2003,"DL","ATL","DEN",1199,"N"
"3","10","5",1030,"OH","OKC","CVG",756,"N"
"7","2","6",1229,"NW","DTW","MKE",238,"N"
"11","11","6",1449,"WN","SDF","BWI",495,"N"
"6","27","2",702,"WN","BWI","ORF",159,"N"
"2","22","2",1740,"US","PHL","RDU",336,"N"
"4","21","5",605,"OO","FAR","ORD",557,"N"
"9","3","7",945,"US","PHL","MSY",1088,"N"
"3","9","3",1837,"DH","IAD","BTV",442,"N"
"11","6","1",657,"AS","OAK","SEA",671,"N"
"2","20","7",1803,"UA","EWR","ORD",719,"Y"
"5","10","2",1725,"WN","SAN","SJC",417,"N"
"1","13","4",1925,"EV","CVG","GRR",268,"N"
"10","4","2",740,"OH","LGA","GSO",461,"N"
"6","16","5",1215,"WN","DAL","HOU",239,"Y"
"4","30","7",1354,"AS","SJC","SEA",697,"N"
"12","28","3",734,"MQ","DFW","LIT",304,"N"
"3","4","5",1228,"US","FLL","DCA",899,"Y"
"12","17","7",932,"YV","ORD","SAV",773,"Y"
"2","14","2",1845,"EV","SAV","LGA",722,"Y"
"6","17","6",829,"OO","DEN","TUL",541,"N"
"7","14","4",1308,"AA","STT","JFK",1623,"N"
"8","11","5",724,"OO","PDX","MFR",222,"N"
"4","11","2",1400,"YV","SBA","LAS",288,"N"
"10","28","6",1059,"AA","DFW","OAK",1456,"N"
"10","6","4",1805,"XE","JFK","CLE",425,"Y"
"8","21","7",835,"OH","STL","CVG",307,"N"
"6","16","5",621,"MQ","LGA","XNA",1147,"N"
"5","7","7",1527,"AA","SEA","DFW",1660,"N"
"11","24","4",1210,"OO","LAX","SAN",109,"N"
"8","7","1",649,"UA","ORD","FLL",1182,"N"
"8","12","5",725,"NW","DTW","BUF",240,"Y"
"10","5","4",1600,"DL","SLC","LAX",590,"N"
"4","22","6",2049,"YV","PHX","DRO",351,"N"
"7","30","7",1924,"NW","DTW","GRB",288,"Y"
"6","19","1",1641,"OO","ORD","PIA",130,"N"
"5","21","7",1028,"US","PHX","KOA",2860,"N"
"5","24","3",848,"DL","ATL","SEA",2182,"N"
"5","23","1",1123,"MQ","LAW","DFW",140,"N"
"3","4","6",1514,"US","DCA","PHL",119,"N"
"7","2","7",1630,"WN","CMH","LAS",1772,"N"
"6","12","7",1845,"MQ","GRK","DFW",134,"Y"
"5","26","5",1149,"NW","MSP","COS",725,"N"
"3","26","6",1550,"OH","LGA","CAE",617,"N"
"6","9","5",2128,"AA","BOS","DFW",1562,"Y"
"11","21","2",817,"NW","BWI","MSP",936,"N"
"5","3","3",1944,"WN","LAS","PHX",256,"N"
"5","19","5",1230,"WN","ABQ","PHX",328,"N"
"11","27","7",1434,"UA","EWR","ORD",719,"N"
"4","15","5",1634,"OO","SLC","GTF",463,"N"
"12","31","6",1700,"WN","BUR","LAS",223,"N"
"3","2","3",1915,"OO","PHX","SLC",507,"N"
"7","7","5",552,"XE","BPT","IAH",79,"N"
"9","20","2",1156,"MQ","BOS","BWI",370,"N"
"2","17","5",800,"AA","BOS","LAX",2611,"N"
"10","5","3",1100,"WN","DAL","HOU",239,"N"
"5","7","6",1456,"CO","IAH","SFO",1635,"Y"
"1","20","5",1116,"B6","EWR","MCO",938,"N"
"10","19","3",855,"WN","CRP","HOU",187,"N"
"9","29","5",640,"NW","FSD","MSP",197,"N"
"3","11","5",2215,"OH","BOS","JFK",187,"Y"
"2","15","2",1255,"FL","MLI","ATL",633,"N"
"5","4","3",1740,"US","MCO","PHL",861,"N"
"11","5","7",527,"US","PHL","CLT",448,"N"
"11","28","1",711,"F9","DEN","MCI",533,"N"
"5","16","2",703,"OO","LAX","MRY",267,"N"
"1","23","7",2047,"CO","EWR","MIA",1086,"Y"
"12","26","1",2030,"WN","PHL","BDL",196,"N"
"2","5","6",935,"WN","SJC","LAS",386,"N"
"4","15","6",1139,"US","BOS","DCA",399,"N"
"9","2","6",2220,"AA","MIA","STL",1068,"Y"
"5","20","5",1145,"NW","MSP","SFO",1589,"N"
"7","8","5",1750,"NW","LAN","DTW",74,"Y"
"9","24","7",1837,"AA","DFW","EWR",1372,"Y"
"1","22","6",854,"AA","XNA","DFW",281,"N"
"7","15","6",1500,"AQ","ITO","HNL",216,"N"
"11","3","4",741,"CO","IAH","MSY",305,"N"
"3","23","3",1025,"UA","PIT","ORD",412,"N"
"10","3","2",1947,"AA","DFW","ATL",732,"N"
"5","12","4",1750,"EV","AUS","SLC",1085,"N"
"7","5","3",1901,"WN","LBB","DAL",293,"Y"
"11","12","6",1010,"OH","FWA","CVG",136,"N"
"5","8","1",1234,"YV","JAC","DEN",406,"N"
"5","24","2",2257,"EV","ATL","STL",483,"N"
"10","13","5",1021,"XE","IAH","TYS",772,"N"
"2","22","2",1712,"WN","BWI","BUF",281,"N"
"6","4","6",1709,"OH","HVN","CVG",642,"N"
"7","29","5",1313,"NW","IND","DTW",231,"N"
"7","2","7",1431,"WN","LAS","ONT",197,"Y"
"10","19","3",605,"WN","PHX","MDW",1444,"N"
"7","28","4",1333,"HP","PHX","SLC",507,"Y"
"2","7","1",930,"DL","BOS","RSW",1249,"N"
"1","18","3",1922,"US","PHX","MSP",1276,"N"
"11","13","7",1214,"AA","DFW","SAN",1171,"N"
"12","23","6",1807,"NW","LGA","MSP",1020,"N"
"4","28","4",659,"UA","LAX","JFK",2475,"N"
"9","5","2",1229,"WN","SJC","BUR",296,"N"
"1","12","3",1233,"NW","SFO","MSP",1589,"N"
"7","17","1",1502,"AA","ORD","MSP",334,"N"
"6","19","7",1117,"UA","SAN","ORD",1723,"N"
"4","7","4",1054,"NW","DTW","SYR",374,"Y"
"5","30","1",1457,"FL","CAK","ATL",528,"N"
"6","20","1",1735,"WN","ISP","BNA",803,"N"
"11","9","4",1731,"UA","TPA","ORD",1012,"N"
"12","3","7",1100,"OH","DCA","BOS",399,"N"
"8","9","2",1124,"OO","DEN","EUG",997,"N"
"4","6","3",1231,"OO","DEN","MEM",872,"N"
"4","25","2",557,"DL","BHM","ATL",134,"N"
"3","25","6",1450,"WN","SNA","SJC",342,"N"
"9","11","7",1912,"WN","HOU","STL",687,"Y"
"8","8","2",1152,"FL","MSP","ATL",906,"N"
"7","27","3",753,"AA","LGA","ORD",733,"Y"
"9","14","4",1354,"OO","SBA","DEN",916,"N"
"4","5","2",1914,"OO","LAX","TUS",451,"N"
"9","22","5",1333,"NW","MEM","TPA",656,"N"
"2","12","6",1516,"MQ","ORD","MEM",491,"N"
"11","23","3",1825,"OO","FAT","SFO",158,"N"
"5","23","2",848,"UA","DSM","DEN",589,"N"
"5","9","1",2254,"DL","ATL","CVG",373,"Y"
"11","25","6",824,"MQ","DFW","XNA",281,"N"
"10","17","1",635,"UA","ORD","DFW",802,"N"
"4","19","3",735,"WN","PVD","TPA",1137,"N"
"5","4","3",1851,"XE","EWR","CHS",628,"N"
"4","7","5",1652,"DL","LGA","DCA",214,"Y"
"6","7","3",2150,"OH","CVG","PWM",810,"Y"
"12","15","4",1237,"CO","IAH","LAX",1379,"Y"
"9","28","4",1244,"AS","SEA","ORD",1721,"N"
"8","16","3",800,"DL","JFK","SEA",2421,"N"
"12","17","7",1446,"MQ","AEX","DFW",285,"N"
"5","16","2",740,"WN","LAX","TUS",451,"N"
"4","23","7",1557,"F9","DEN","DFW",641,"N"
"2","3","4",945,"WN","DAL","TUL",237,"N"
"5","7","6",1807,"HA","OGG","HNL",100,"N"
"1","28","5",958,"AA","SLC","DFW",988,"Y"
"9","27","3",1335,"OO","BOI","SFO",522,"N"
"11","5","6",1715,"WN","MDW","SDF",271,"N"
"8","13","7",951,"MQ","ORD","DSM",299,"N"
"4","22","5",627,"MQ","BOS","BWI",370,"N"
"10","14","5",1535,"MQ","GRK","DFW",134,"N"
"6","8","4",751,"UA","ORD","DCA",612,"N"
"2","3","4",1234,"UA","PHL","ORD",678,"N"
"8","17","3",1922,"AA","ORD","SEA",1721,"N"
"7","27","4",1120,"NW","MSP","IAD",908,"Y"
"9","25","1",842,"XE","CLE","ABE",339,"N"
"9","22","5",1004,"CO","EWR","TPA",998,"N"
"11","14","2",859,"B6","OAK","JFK",2576,"N"
"10","9","7",1446,"WN","SMF","BUR",358,"Y"
"11","6","1",902,"AA","SJC","AUS",1476,"N"
"6","16","5",1857,"US","BOS","LGA",185,"N"
"11","15","2",550,"US","PHL","ORD",678,"N"
"10","22","6",2326,"OH","ATL","CVG",373,"N"
"6","21","2",1154,"US","RSW","DCA",892,"N"
"7","24","1",2123,"XE","IAH","PSP",1269,"N"
"11","28","1",1248,"HP","PHX","MCI",1044,"N"
"11","11","5",2007,"AS","BET","ANC",399,"N"
"3","20","7",1200,"US","DCA","BDL",313,"N"
"9","11","7",725,"MQ","DFW","JAN",408,"N"
"10","15","7",1553,"US","PHL","RDU",336,"N"
"2","11","6",1143,"WN","OAK","LAS",407,"N"
"1","23","7",1239,"AA","DEN","DFW",641,"N"
"10","9","7",1303,"NW","PBI","DTW",1087,"N"
"3","13","7",1546,"AA","IAH","ORD",925,"N"
"7","31","7",608,"HA","HNL","OGG",100,"N"
"6","27","2",846,"XE","CLE","ATL",554,"N"
"9","4","7",1411,"DL","FLL","BOS",1237,"Y"
"4","6","4",1752,"XE","IAH","BTR",253,"Y"
"12","29","4",1901,"CO","IAH","BHM",562,"N"
"8","26","6",1003,"UA","DEN","MCO",1545,"N"
"3","13","1",1420,"WN","ABQ","SLC",493,"Y"
"5","17","2",1630,"WN","RNO","PDX",444,"N"
"11","1","3",1759,"WN","PHX","RDU",1891,"N"
"2","2","3",1223,"OO","RAP","SLC",508,"N"
"3","19","6",1105,"WN","SMF","ONT",389,"N"
"9","15","5",750,"XE","AMA","IAH",519,"N"
"11","1","2",1700,"UA","DCA","DEN",1476,"N"
"6","23","5",1317,"OO","LGB","SLC",589,"N"
"6","20","2",1453,"AA","DCA","MIA",920,"N"
"12","10","7",1321,"NW","TPA","MEM",656,"Y"
"12","15","5",1827,"WN","SDF","STL",254,"N"
"4","29","5",1946,"XE","EWR","BWI",169,"Y"
"5","7","7",1034,"WN","MDW","HOU",937,"N"
"1","13","4",2253,"AA","ORD","LAX",1745,"Y"
"12","13","2",1326,"B6","JFK","RSW",1074,"Y"
"8","13","7",1656,"WN","HOU","TPA",781,"N"
"10","11","2",1821,"UA","DEN","ICT",419,"N"
"11","18","6",957,"AA","DFW","RNO",1345,"Y"
"4","22","6",528,"DL","LIT","ATL",453,"N"
"11","28","1",2231,"OH","CVG","JFK",589,"Y"
"9","28","4",1127,"WN","BWI","ALB",288,"N"
"8","8","2",916,"UA","SFO","OGG",2338,"N"
"11","18","5",1657,"WN","JAX","FLL",318,"N"
"8","21","7",909,"AA","COS","DFW",592,"N"
"2","4","6",1443,"MQ","DCA","JFK",213,"N"
"9","13","3",1046,"NW","DFW","MSP",852,"N"
"3","30","4",1000,"WN","LAX","OAK",337,"N"
"4","14","5",1141,"MQ","DFW","GRK",134,"N"
"7","1","6",1638,"WN","PHX","ONT",325,"Y"
"5","11","4",707,"OH","BHM","CVG",396,"N"
"9","15","5",759,"AA","DFW","SAT",247,"N"
"3","11","5",1758,"OO","SEA","PDX",129,"N"
"3","12","7",1519,"AA","LGA","STL",887,"N"
"6","19","7",715,"AA","LAX","MIA",2342,"Y"
"12","2","5",1718,"NW","DTW","MEM",610,"Y"
"7","27","3",904,"AA","DEN","ORD",888,"N"
"11","9","4",1509,"WN","MDW","IAD",577,"N"
"10","31","1",1439,"DL","CVG","JFK",589,"N"
"2","8","3",2136,"NW","MSP","SEA",1399,"N"
"3","19","6",751,"US","RDU","CLT",130,"N"
"11","3","5",749,"MQ","DFW","ICT",328,"N"
"6","1","4",39,"AA","SFO","DFW",1464,"N"
"12","28","3",601,"OO","SLC","LAX",590,"N"
"5","29","7",1658,"OO","SBA","SFO",262,"N"
"6","25","7",1114,"MQ","ORD","FWA",157,"N"
"3","19","7",1345,"B6","JFK","BOS",187,"N"
"2","26","6",1443,"DL","ATL","BDL",859,"N"
"2","11","5",1020,"OH","LGA","CHS",641,"Y"
"11","4","5",1227,"CO","RNO","IAH",1530,"N"
"5","20","5",2022,"OO","SFO","MRY",77,"N"
"12","15","4",1054,"AA","SAN","ORD",1723,"Y"
"12","16","6",2250,"FL","ATL","PHF",508,"N"
"6","20","1",2057,"OO","ORD","PIA",130,"N"
"6","2","5",1023,"YV","CHS","IAD",441,"N"
"4","6","3",1537,"MQ","DFW","CRP",354,"N"
"1","11","3",2120,"MQ","ORD","GRR",137,"N"
"8","23","3",1843,"CO","TPA","EWR",998,"Y"
"4","2","6",1500,"WN","DAL","HOU",239,"N"
"8","3","4",1712,"NW","MSP","GEG",1175,"N"
"6","12","7",955,"CO","MSY","IAH",305,"N"
"3","19","6",625,"XE","IND","IAH",845,"N"
"4","16","6",1501,"DL","CVG","DCA",411,"N"
"5","4","4",1447,"WN","OAK","LAS",407,"Y"
"5","30","2",655,"XE","BWI","EWR",169,"N"
"4","23","6",1655,"NW","MSP","EWR",1008,"Y"
"12","3","7",2228,"EV","ATL","AVL",164,"N"
"4","2","6",925,"FL","ATL","MSY",425,"N"
"11","8","3",2130,"MQ","SAN","SJC",417,"N"
"5","10","3",1522,"CO","PHX","IAH",1009,"N"
"2","11","6",1010,"OH","MDT","CVG",429,"N"
"6","12","7",949,"CO","BOS","CLE",563,"N"
"9","18","7",728,"US","PIT","LGA",335,"N"
"9","29","5",612,"XE","SDF","EWR",642,"N"
"11","23","4",1330,"WN","SLC","BWI",1864,"N"
"1","18","3",601,"XE","ORF","IAH",1201,"N"
"10","23","1",2113,"OO","ONT","LAX",47,"N"
"6","27","2",811,"US","CLT","LGA",544,"N"
"11","2","3",1605,"WN","BWI","MCO",787,"N"
"8","9","2",1930,"WN","CMH","STL",410,"Y"
"12","27","3",1904,"WN","LAS","LAX",236,"N"
"4","26","2",724,"US","ALB","PHL",212,"N"
"5","2","2",615,"UA","SEA","LAX",954,"N"
"8","23","3",931,"NW","DTW","DFW",987,"N"
"6","22","3",2000,"WN","FLL","MCO",178,"Y"
"3","18","6",1319,"XE","IAH","DFW",224,"N"
"4","1","5",629,"DL","SMF","SLC",532,"N"
"10","27","4",1413,"MQ","AMA","DFW",313,"N"
"6","15","3",1231,"NW","SYR","DTW",374,"N"
"1","29","7",2026,"NW","FAR","LAS",1205,"N"
"5","16","2",740,"YV","CAE","CLT",88,"N"
"10","11","3",757,"AA","BWI","SJU",1565,"N"
"8","17","3",1534,"CO","IAH","MSP",1034,"N"
"6","14","2",1622,"AA","SLC","DFW",988,"N"
"8","9","2",652,"OO","LAX","SAN",109,"Y"
"6","4","6",1747,"XE","CLE","RDU",416,"N"
"4","26","2",2140,"UA","IAD","DEN",1452,"N"
"7","24","7",828,"OO","SLC","ABQ",493,"N"
"11","7","2",1615,"XE","ICT","IAH",542,"N"
"2","1","2",738,"XE","IAH","GPT",376,"N"
"1","30","1",743,"US","LAS","CLT",1916,"N"
"8","24","4",1335,"WN","LAS","HOU",1235,"Y"
"9","24","7",2018,"WN","PHX","RNO",601,"N"
"2","16","4",1023,"DL","CVG","TPA",773,"N"
"6","1","3",1309,"AA","DFW","CLT",936,"N"
"3","12","7",920,"WN","LAS","SJC",386,"N"
"4","10","7",1940,"OO","SFO","SMF",86,"N"
"12","4","7",1602,"FL","RSW","DCA",892,"Y"
"3","1","2",1531,"OO","PDX","SFO",550,"N"
"8","4","4",852,"NW","GTF","MSP",887,"N"
"5","16","2",849,"XE","CLE","DAY",162,"N"
"5","3","2",957,"DL","ATL","SRQ",445,"N"
"10","29","6",608,"OO","FAT","DEN",844,"N"
"8","16","3",1623,"OO","GEG","DEN",836,"N"
"6","9","4",920,"UA","IAD","SFO",2419,"N"
"2","2","3",1333,"DL","ATL","MSY",425,"Y"
"7","23","7",1654,"AA","HNL","DFW",3784,"N"
"5","1","1",1040,"YV","MCI","DEN",533,"N"
"1","7","6",810,"OO","SLC","TWF",175,"N"
"6","11","6",1230,"WN","BNA","DTW",457,"N"
"5","17","2",1333,"EV","PFN","ATL",247,"N"
"3","15","3",1927,"AA","TPA","LGA",1011,"Y"
"1","2","7",1606,"DL","BOS","MCO",1121,"Y"
"6","24","5",2053,"DL","PBI","BOS",1197,"N"
"8","6","7",1014,"AA","STL","ORD",258,"N"
"8","9","2",810,"WN","ONT","OAK",361,"Y"
"1","24","1",2009,"OO","LAX","SNA",36,"N"
"12","18","1",1029,"WN","SEA","MDW",1733,"Y"
"3","22","2",1045,"WN","MCI","STL",237,"N"
"7","14","5",1305,"WN","HOU","DAL",239,"N"
"9","15","5",2147,"WN","PHX","ONT",325,"Y"
"1","23","7",810,"OO","SLC","SBA",615,"N"
"9","23","6",700,"US","SEA","PHL",2378,"N"
"2","27","1",2055,"OH","CVG","AZO",225,"N"
"9","6","2",1637,"UA","PHX","SFO",651,"N"
"8","20","6",1529,"MQ","LGA","BGR",378,"Y"
"4","10","1",1905,"UA","ORD","BUF",473,"N"
"4","7","4",1808,"WN","BWI","PHX",1999,"Y"
"8","20","6",738,"OO","SFO","MRY",77,"N"
"3","17","5",2000,"WN","BWI","BDL",283,"N"
"7","16","7",1713,"OO","BOI","DEN",649,"Y"
"2","14","2",1646,"OO","RNO","SFO",192,"N"
"5","10","3",945,"MQ","HOU","DFW",247,"Y"
"9","7","3",1344,"AA","STL","DCA",719,"N"
"10","4","3",1202,"AA","DFW","PHL",1302,"N"
"12","4","1",1251,"US","PHX","EWR",2133,"N"
"7","8","6",1823,"US","PHL","LAX",2401,"N"
"1","7","5",2110,"OH","CVG","HVN",642,"N"
"1","13","5",1709,"FL","ATL","PHL",665,"Y"
"8","13","7",1145,"YV","PHX","FLG",119,"N"
"6","16","4",2216,"UA","BOS","DEN",1754,"Y"
"10","21","5",1140,"WN","ELP","MAF",246,"N"
"2","1","3",1115,"WN","OAK","SNA",371,"N"
"6","15","4",1922,"DL","BUF","ATL",712,"N"
"8","29","1",1014,"CO","EWR","MCO",938,"N"
"8","16","2",1858,"MQ","MDT","ORD",594,"N"
"11","2","3",1425,"WN","BDL","TPA",1111,"N"
"7","10","7",1608,"FL","ATL","MLI",633,"N"
"4","19","3",1605,"WN","BUR","LAS",223,"N"
"2","28","1",708,"US","ORF","CLT",290,"N"
"3","23","4",1519,"NW","BUF","DTW",240,"N"
"10","1","6",859,"DL","SLC","LAX",590,"N"
"2","4","5",504,"US","BOS","CLT",728,"N"
"12","2","6",1054,"AQ","OAK","KOA",2378,"N"
"4","21","5",800,"WN","FLL","HOU",957,"N"
"9","28","4",1646,"WN","SAN","LAS",258,"Y"
"10","31","1",2044,"XE","EWR","BTV",266,"N"
"11","16","4",2206,"B6","FLL","BOS",1237,"Y"
"10","18","2",555,"UA","ORD","DCA",612,"N"
"8","18","5",657,"NW","MSP","DTW",528,"N"
"1","16","7",1950,"WN","LAS","AUS",1090,"N"
"9","25","1",630,"DL","LGA","DCA",214,"N"
"2","11","5",1029,"B6","MCO","JFK",944,"N"
